x,y,z
14.719671,12.887909,-0.526702
-3.791048,12.981483,-1.199197
-7.174896,15.252215,1.476171
9.006466,16.572073,-1.337256
-3.442446,13.129395,-1.67039
11.36713,-0.035552,-0.715022
12.705735,13.474062,1.681637
8.942742,15.502018,-1.265274
-5.335058,2.212388,-0.538543
5.74719,11.356206,0.35911
-3.472614,2.425414,0.265481
-2.395904,13.785337,-0.890191
13.02794,1.093847,-0.743836
-20.575264,7.671687,1.421724
-6.932754,12.94468,1.421862
11.531039,1.325853,-1.648372
-5.220062,18.300014,-1.451163
20.649246,8.457958,-1.030319
-18.685045,4.651761,0.871481
5.231547,2.119104,0.377174
-6.175925,10.10377,-0.807893
19.736187,2.406798,2.151369
-9.690155,10.821741,-0.926137
-4.768815,14.609922,-0.840793
22.395735,8.509915,1.447112
0.223287,-1.189035,-0.710183
7.872312,2.114077,1.973841
17.113728,12.022824,-0.993603
-15.182235,-1.806126,1.092362
10.928185,13.276673,-0.334197
16.043274,14.57869,1.9114
-4.025093,14.692383,-0.407871
-4.936712,15.073027,-1.442002
-18.293898,-1.176297,1.008679
5.215382,20.408857,-0.676637
7.948605,21.541147,-0.830408
10.112337,15.022703,-0.625796
20.155455,1.92299,-0.799837
-1.551328,4.454969,0.993018
20.005802,5.869025,-0.417401
-4.201214,13.65351,-0.477055
-4.492168,14.632887,-0.801944
16.537115,0.817825,-0.447672
15.291388,11.262852,0.026516
13.866028,0.249987,1.039695
20.507399,0.256684,1.749883
16.965136,7.499331,-1.221696
22.13566,1.407592,1.049925
7.592018,0.50813,-0.710837
-10.363658,-4.428148,-1.623839
-4.706155,11.750004,-0.944038
22.630924,1.509444,-1.036177
18.697094,5.731022,0.894797
-1.892088,6.597167,-0.922116
21.770588,8.874193,-0.786753
-12.003471,10.571578,-1.627899
17.033226,10.001028,-0.956741
9.063725,16.719181,2.099982
-6.192528,10.232044,0.233614
-3.817711,12.025935,-0.73621
19.271585,3.267475,-0.088096
-17.566645,11.984293,-0.833982
19.149784,5.733389,-0.165689
14.302373,0.320737,-1.530402
-2.151695,-1.91236,-0.461573
16.224085,13.402229,0.45112
-7.217027,13.008995,1.351004
23.329567,11.404167,1.430955
-9.565945,8.411771,-0.117335
12.045179,15.256787,-0.7873
-1.529608,13.822988,1.396461
20.314646,1.902032,-0.866838
16.638367,11.858223,-0.856854
5.765458,18.625618,-0.642868
15.420399,12.746358,0.026017
6.732111,2.394807,-1.633598
16.386925,11.765718,0.953891
17.75848,2.671351,-1.679916
-4.680519,11.799868,-0.944549
5.09873,18.544849,-0.709481
5.465613,1.028503,1.072242
0.042676,16.941013,-0.07175
6.733609,19.100105,-0.701852
-1.734774,13.142034,-0.552273
2.812668,-1.717859,1.41434
-4.413532,16.450289,0.308833
4.357213,19.907181,2.137915
18.232256,1.620474,1.196813
20.693087,8.278482,-1.204874
-11.008593,7.068628,0.959785
23.295444,11.686507,-0.115357
4.663042,23.757912,0.342035
10.995615,-0.58485,-0.717179
9.146206,16.270422,-0.673922
0.981264,1.991878,0.202249
-2.461963,12.951837,-0.368462
-4.348165,11.910887,0.040008
-5.117954,1.379694,0.501398
4.62652,19.713461,1.204451
12.208888,0.685154,1.214695
11.64265,15.903051,-0.859205
-19.713886,10.204109,2.041488
17.433741,2.775329,-1.571795
-9.281485,10.939976,0.34143
15.559773,15.568738,-0.875932
-4.78832,13.681578,-1.209255
5.773226,22.075388,-0.535947
3.09456,14.52322,-0.862011
-4.450117,14.034996,-0.83374
-1.449494,14.565595,-0.738255
17.350367,1.961219,2.104975
-15.056873,-2.806487,1.009146
6.080521,15.982235,2.137538
1.658183,13.962336,-0.7748
-7.798997,-3.683579,2.096302
17.047754,14.692646,2.15995
-11.815766,2.056581,0.182415
-8.418428,11.012829,-0.218709
-14.811661,12.988064,-1.516579
-5.240498,1.368544,-0.21862
-14.965088,-3.814849,2.317537
-3.938772,11.999218,-0.46251
-7.377378,13.103658,-1.220947
-16.855785,-0.143119,1.973702
-7.870922,12.719834,1.366895
20.997324,12.669373,-0.485351
17.405516,1.299289,-0.752202
20.64777,1.460682,-1.151127
21.092056,3.156406,1.461639
8.955124,18.290344,-0.522458
-4.736962,13.775717,-0.754998
-6.279136,-0.770903,-1.584015
-13.636604,10.384302,0.065895
22.12471,2.529841,0.98748
5.931451,16.247633,-0.687969
-4.680632,13.618056,-0.880506
-12.227459,5.794936,-0.355297
5.708992,1.69879,-0.178346
16.431503,11.362398,1.355856
-15.32035,-1.864702,0.988085
-1.834588,1.598343,0.204032
-4.460035,16.508514,-0.166652
-7.182958,12.557726,1.343911
3.987809,13.739006,1.087581
12.234624,13.49442,-0.598989
-1.001188,13.388602,-0.759258
20.059259,5.870713,-0.149586
22.412567,2.971804,-0.726132
-3.845652,14.106075,-0.790822
-12.131918,5.584625,-0.760469
-12.796661,10.746686,1.909287
17.147039,6.277012,1.065514
-3.769049,11.952468,-0.753649
-4.89068,14.915919,-0.82573
-19.534779,11.730042,-0.899117
16.290731,13.604024,-1.036472
17.378733,1.624611,-1.20688
-19.698586,1.484246,-0.842233
21.298628,10.957504,-1.196631
16.285086,13.408519,-0.020557
-3.918308,14.478653,-0.591892
-3.302417,6.652041,-1.174962
-4.427224,11.300791,-0.0469
-18.640388,7.511455,-0.113625
17.948481,5.658704,-0.904414
15.242353,15.783404,-0.853317
-19.134193,-1.524239,1.894853
16.347425,5.626279,0.362763
19.357546,0.290465,1.05246
8.923452,15.177962,-0.701417
-20.651627,8.720781,-1.284899
3.426061,21.381741,-0.710069
5.276674,14.617962,1.807936
-13.068544,-3.287855,2.119632
-4.752689,13.510218,-1.044742
-19.458517,10.891036,1.071232
16.35763,4.11723,1.223587
-3.594681,13.261209,1.491741
-9.591604,10.875691,0.572564
-5.975892,10.212016,-0.173424
12.795681,15.056981,1.647206
-3.852711,11.996269,-0.524899
-4.515522,14.795718,-0.78317
-3.722672,16.561619,0.47842
-4.100843,15.11522,1.351864
17.695705,2.7956,-1.640527
19.563046,3.301533,-0.231043
6.225368,1.943804,-0.873309
5.214872,17.033337,-1.513373
5.20311,1.916416,1.907407
14.186705,0.638078,-0.711252
-4.063142,14.151277,-0.66543
19.040089,5.746441,-0.715614
15.33106,11.274272,-0.818267
-12.078143,6.549479,-0.548591
-3.476957,2.575364,-0.251544
6.258748,1.75592,-1.513472
-21.135611,7.601711,-0.92267
5.710906,14.733218,-0.710856
22.249784,2.258969,-0.797465
-4.180673,13.839519,-0.867031
-11.359715,-3.216666,-0.872252
3.641318,1.992187,1.444599
17.516581,11.668307,-0.629291
22.203026,9.130386,-1.227396
19.352962,1.590591,1.15616
-0.41959,14.045454,-0.821055
5.047661,20.822823,-0.699798
-19.500462,-0.093987,0.194261
-10.925613,-1.68428,1.234836
18.648867,12.393684,-0.312589
11.632381,0.418994,-1.370147
-3.238407,16.436813,-0.243744
-4.019618,13.525017,-0.590768
-18.154938,0.940405,1.359225
-3.997213,14.160381,-0.777115
16.058569,12.061934,-0.146675
-4.347012,17.911846,-1.008472
-9.484365,7.467299,-1.719399
19.375872,1.151641,-0.798144
9.375519,15.068579,-0.658455
3.664346,14.45278,-0.860176
21.884836,8.601906,-0.474308
17.493439,3.143448,-0.153334
6.037612,20.138115,-0.677307
19.479885,-1.044288,1.070946
-4.491991,16.865387,-0.545741
-2.393263,12.922631,-0.380456
10.202743,0.54868,-1.307168
17.253374,5.509092,-0.32234
-6.577484,11.661932,-0.742158
-10.013865,10.656971,1.078333
-3.930883,2.393237,0.427474
-20.863161,4.440024,1.601131
12.147766,15.220445,1.126367
-9.080361,13.380608,-1.551819
22.404184,2.372395,-0.781451
-3.126439,11.610642,-0.420817
-9.234486,5.423407,-0.556993
-5.214474,10.233532,0.394463
-6.158597,13.358918,-1.621944
6.705426,19.959328,-0.77714
5.426138,20.959852,-0.550454
5.746484,1.884646,-1.494046
22.518009,2.015321,0.526741
4.111107,16.482601,-1.393454
-12.651047,12.009061,-1.65447
21.768726,9.81776,-1.283543
-18.677559,7.958035,0.333229
-16.534775,-2.568674,-1.561204
0.864403,14.864838,1.367047
5.508088,23.722332,0.43126
2.408937,13.056154,1.420837
19.118937,7.993863,1.013919
19.613297,3.314595,-0.319122
-1.971859,14.036136,-1.65904
-0.067201,2.487264,1.000029
-4.134625,13.848265,-0.672939
-5.966602,10.225791,-0.632827
-1.770311,-1.241184,1.409724
-7.288347,14.279039,-1.625205
-3.90923,11.900801,-0.964334
-15.324015,10.204588,0.116431
-3.493033,2.571743,-0.188576
-0.475012,14.032379,-1.199752
19.473665,10.27149,-0.772764
-13.631034,10.391631,-0.494553
17.414642,3.050144,0.16448
-9.69059,10.844249,-0.587117
18.120275,1.531004,1.172722
23.701054,8.20399,-0.249467
6.413463,21.509661,-0.707969
-2.807694,8.195771,1.023716
-8.668019,12.175526,1.022521
2.360538,14.382509,-0.832919
5.066504,19.820137,-0.759626
-7.086911,11.32719,-0.712295
15.010235,11.195731,-0.125379
-9.073039,4.031986,0.085303
-12.094403,6.362549,0.396767
15.878668,12.060358,-0.789597
-1.331531,13.232294,-0.940602
22.476807,1.698038,-1.641686
17.717598,10.511008,1.463081
-4.508175,15.597662,-1.233431
-4.287655,11.916437,-0.360843
-3.486441,2.571372,0.06051
-17.356007,11.627571,2.11032
16.413469,11.717211,-0.988947
11.977087,13.412481,-0.196443
22.783695,2.675504,-0.59091
-14.018539,-1.625002,-0.012073
14.724432,15.485906,-1.574375
-3.170753,-1.639668,-0.707931
7.331619,2.177894,1.965035
19.752138,0.79928,-0.792099
12.669003,13.528015,0.356646
4.991301,20.255577,-1.260271
-4.613263,13.053383,-0.584648
19.286421,-0.589134,-1.219842
12.732492,15.517892,-0.787468
-12.506033,-1.439437,0.976703
17.745102,11.634169,-0.945751
-19.644785,4.168312,-1.62421
23.470892,9.938623,0.228038
-17.497612,11.763659,-1.615666
8.937186,18.67893,-0.53119
16.906986,7.440306,-0.642731
-8.964903,13.068558,-0.855622
16.735256,1.529631,-0.873848
8.079844,17.953405,-1.620101
8.958066,18.950888,1.642999
-16.956911,-0.826659,-0.780059
20.171644,0.03623,-0.313707
19.294468,12.466854,0.18746
19.350136,0.241482,1.077621
-4.962365,15.055601,-0.839615
-4.663421,9.841009,0.116172
-5.619273,10.216372,0.401959
21.430548,11.560695,1.401487
-1.816135,13.246958,-1.625522
5.504962,16.709822,-0.41779
-20.475266,-4.441246,1.881724
8.182761,19.357864,-0.813823
19.403131,6.190371,1.040965
-14.161017,10.324164,0.23567
-5.52121,16.32972,-0.470435
-9.769382,10.847317,0.202918
-4.880858,9.297931,1.015231
-4.986213,15.077887,-1.251913
17.7281,3.06573,0.050123
18.852097,11.183225,1.063951
-14.04586,11.537418,1.87275
-8.006239,11.108545,-0.884655
-10.403008,13.35124,-1.531673
-3.811265,13.977346,-0.754534
-4.043269,14.709668,-0.846678
17.481871,3.065838,-0.123153
-4.45319,13.785896,-0.856574
1.705964,-1.378195,-1.475305
21.754864,9.563101,-1.404623
5.742775,1.965234,-1.48762
-9.42419,11.14314,2.006366
17.397636,3.051539,1.403914
5.123494,12.544685,-0.612142
3.631455,14.824476,-0.800804
12.260942,13.491013,-0.631295
-7.96673,11.057051,-0.62668
-5.246788,10.210849,-0.030839
14.033859,2.366333,-1.326005
-11.789604,3.822277,-1.310647
11.92947,-0.66567,-1.554309
-4.325527,13.847791,-0.86435
-3.343942,16.291653,0.386867
19.516018,0.434954,1.083099
17.561457,1.618748,-0.969953
-9.150124,5.455897,-0.757655
14.004938,0.393841,1.068257
-19.641779,0.828258,-0.5288
19.145548,10.206714,-0.759338
16.809906,0.897846,-0.363651
-3.459701,15.360723,-0.870022
11.344413,14.465526,-0.024059
5.384043,19.782013,-1.344092
11.598756,15.181462,-1.00263
3.483362,13.724148,0.102686
-20.072498,4.717141,-1.387754
3.144045,15.002068,1.311971
-15.325813,-2.617483,-0.845374
12.851817,0.453107,-0.716777
7.859807,0.475575,-1.706589
0.677591,-0.764843,1.558858
20.231543,9.520334,-0.689164
10.993083,1.011501,1.102687
-2.767628,13.968396,-0.898504
15.258493,11.3366,-0.310669
-20.044857,11.590554,-0.880422
-4.879781,10.256227,0.384537
21.150656,10.717105,1.227805
-7.88683,11.736767,1.765869
4.773797,12.640457,-0.512254
6.270663,20.870766,-0.688823
20.053093,12.540028,0.063155
-19.778946,10.136963,2.0654
21.900509,1.377146,-0.74226
-3.74524,13.630729,-0.83264
-3.342803,13.800029,-0.741767
-18.228544,1.471131,1.294719
-20.696091,9.041824,-0.376694
-4.563167,-1.191288,1.398627
-14.675053,-1.619118,2.142162
6.008091,20.097023,-0.668413
-2.257403,13.785691,-0.876019
-9.162998,4.818705,-0.436507
7.719233,20.331257,-1.176379
17.150105,3.702669,0.176074
16.85491,11.762164,-0.861891
-8.817646,1.597983,-0.530162
-15.161158,-2.765373,-0.870915
23.751696,7.640021,0.029738
12.1446,13.479486,-0.630946
-24.136642,3.533781,1.115164
-1.658417,13.908359,-0.982066
15.06049,11.702726,-0.345872
-4.608087,9.841949,-0.395097
-11.928625,8.868003,-0.906355
-1.261289,-3.111377,-0.804468
-19.258898,4.918769,1.685464
1.799436,14.745972,-0.695501
13.501543,2.369865,-0.468341
3.856912,17.379765,-0.91044
23.271765,11.81462,-0.153947
18.740274,10.570717,-0.833313
3.943978,23.54323,-0.492548
16.481157,5.638913,-0.440134
3.161817,21.886984,-0.652937
-6.183759,9.771687,-1.519317
23.413103,10.579788,-0.899401
-17.68265,-1.022567,-1.149575
-11.157316,7.172619,1.093301
-14.138873,12.930425,1.04595
21.885292,1.507943,-0.752096
2.927233,-1.220887,-0.698695
-19.642517,4.889361,1.101914
-4.504924,11.879185,0.102667
8.79912,23.943253,-0.167818
22.024401,11.878856,-1.611523
21.860519,8.255253,-1.197337
7.964103,18.113214,1.524212
13.468005,13.387611,0.470061
19.302599,0.555507,1.072866
6.272017,2.510361,-1.608671
17.938923,3.93531,-0.072053
-1.177737,16.857773,-0.042139
3.523075,18.727673,1.097385
-9.457588,14.514726,1.912382
-9.54568,8.178069,-0.344971
20.988529,-1.026945,-0.792987
1.060171,14.500565,-0.587207
-16.095755,-2.789184,-1.110399
2.749982,14.121647,-0.845545
-5.520517,16.332758,-0.083632
-4.708154,10.265077,0.519591
6.690413,18.043491,1.427503
19.781183,10.737506,-1.047149
16.240438,13.404482,-1.337393
4.998465,-0.411658,1.302963
7.777738,-0.010875,2.08002
-12.617656,-2.575867,-0.805985
21.532719,11.257633,-0.906101
-17.568518,9.9404,0.010156
-4.695704,13.834816,-0.794201
-6.20111,10.197933,0.04235
-4.235786,12.880003,-0.565355
-1.613504,6.951658,-1.153808
-6.567522,12.654826,-0.144351
3.845648,18.430592,1.458162
14.955864,17.634512,1.891589
-16.097324,-2.634644,-1.132562
17.913713,3.111142,-0.943102
-19.417604,-0.957489,-1.53719
4.166272,1.077904,1.545495
-11.758956,1.59372,-0.899092
21.317558,10.863152,-0.764621
12.841204,0.789237,-0.671327
8.326633,0.161082,1.044417
-3.432736,2.619237,-0.488981
18.3888,6.548264,-0.086201
16.015558,5.160438,1.552255
17.52561,11.543786,-1.260674
19.696266,-2.719654,1.057897
14.287775,0.40793,-1.542814
-4.022448,14.392586,-0.861353
-1.553477,3.800493,-1.043502
-12.656522,-2.303344,-0.769413
5.297178,15.307707,1.260088
-18.130539,-1.696415,0.975755
-18.829277,8.848143,-0.023685
8.268696,12.820169,-0.328337
-4.088037,14.106157,-0.671554
20.209784,1.625043,1.995094
15.551033,5.98469,-1.534814
14.929288,11.352282,0.132593
22.665304,2.29055,-0.647135
-14.449476,-4.382168,-0.826604
17.886763,3.10295,0.443486
19.091608,8.91976,-1.297755
-10.481386,13.580054,-0.747755
6.206812,1.795436,-0.061607
-1.281187,3.588948,-1.172657
21.793671,9.134802,-0.631527
3.585777,16.555889,-1.321686
5.201098,18.476637,-0.815583
5.063059,20.613367,-0.604291
-5.406134,10.243388,-0.6369
-20.202185,10.060873,-0.75322
-4.286202,14.335469,1.431779
14.789182,12.536212,-1.591664
17.890867,3.094857,-0.550125
20.954422,11.715972,1.119057
-4.461045,16.195227,-0.577883
19.226637,6.123127,1.009689
-8.286743,13.294936,-0.8202
-3.572917,2.436278,0.279765
-15.709639,14.328426,2.095559
5.454553,21.331009,-0.402456
0.468539,1.897398,0.382217
15.741251,10.764154,-1.633023
15.424315,11.790059,-1.111383
2.603827,20.494909,-0.44365
19.314035,1.633536,1.005468
19.269791,2.432542,1.078145
-4.86564,14.947402,-0.808644
2.588125,12.284905,-1.397835
23.745445,7.700608,0.087893
9.713713,14.515863,-0.464182
4.837369,19.655865,1.230868
-14.58983,12.377839,-1.356521
5.370693,2.237839,-1.419313
-1.361436,13.342829,-0.915903
20.080231,0.095669,-0.749148
6.533989,20.884798,-0.681603
-4.009011,14.329995,-0.866555
-19.037304,9.817739,2.039634
-12.014685,4.795678,0.282004
19.137518,2.372431,1.000451
-11.856695,3.805094,0.297757
21.673349,9.027913,-0.644149
-15.314252,-1.882357,0.971507
6.442492,22.096716,-0.810469
-16.067772,10.119689,1.660559
-12.717257,-0.415789,-0.712222
9.718288,13.094958,0.051964
-15.077501,-1.664027,2.154119
6.072636,20.98266,-0.135392
4.753747,2.052319,-1.245985
-6.405349,-1.974674,-1.178214
-9.638297,10.799986,0.480805
21.79565,9.270505,-0.884534
-15.752567,10.138953,0.607223
1.162082,-1.120236,-1.640703
-4.600242,13.845892,-0.837926
6.424071,19.249866,-0.702519
17.53643,2.742396,1.899798
-7.506725,-1.379433,-1.623765
13.66586,1.709529,1.051368
-5.485446,10.296677,-1.135571
-9.251248,-1.458163,-1.177048
-3.794263,18.847328,-0.975751
-12.169768,6.028777,0.309724
21.736254,9.526941,-1.369978
16.211723,4.053908,1.28802
-4.774819,13.19267,-0.401505
-4.521015,11.86892,0.03653
17.365099,3.34598,0.410375
-20.207272,0.732588,-0.505542
-18.70587,7.851073,-0.953751
-4.858965,15.131949,-0.878615
-9.569536,8.556748,0.286759
16.326981,9.395683,-1.273113
17.99592,5.619758,0.271633
16.664843,9.388251,2.138064
-20.307087,11.722109,-0.560766
-4.148501,16.212704,1.445608
-17.891874,-2.201657,1.039914
2.837814,-1.904561,1.463873
12.424553,0.952872,1.183092
-9.595406,8.579702,-0.779078
-1.948886,10.86048,-1.251152
5.932777,22.817638,-0.826906
-4.042317,14.576496,-0.451422
-11.646252,2.566293,-0.074337
3.848864,14.699437,-0.843332
17.343723,1.185571,-0.558292
-4.700039,16.571466,-0.148771
0.521553,-1.528455,-1.547626
-1.687751,15.84152,1.441251
-1.282216,13.178793,-0.555582
-1.329639,1.655187,0.249489
9.035814,17.923698,1.167694
16.05175,14.286475,-0.005401
-13.807312,10.397381,-1.466302
-4.20105,14.826412,-0.793424
16.286541,13.406006,-0.988309
-4.60426,11.79743,-1.381251
19.129465,1.686144,-0.862997
-11.843019,3.803659,-0.566394
17.702543,2.759625,-0.874079
-11.449925,13.392918,1.167612
19.617863,0.845484,-0.835778
15.607368,1.272551,-1.637926
-3.196271,13.898588,1.430144
